Reaction_No,Reactant_1,Reactant_2,Ligand,Base,Solvent,Yield
843,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S3, MeCN",0.850385
844,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S3, MeCN",0.926953
845,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S3, MeCN",0.704521
846,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S3, MeCN",0.925188
847,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S3, MeCN",0.913686
848,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S3, MeCN",0.416681
849,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S3, MeCN",0.805863
850,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S3, MeCN",0.812106
851,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S3, MeCN",0.090622
852,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B2, Et3N","S3, MeCN",0.616133
853,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S3, MeCN",0.747407
854,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S3, MeCN",0.974616
855,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S3, MeCN",0.906743
856,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S3, MeCN",0.840502
857,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S3, MeCN",0.584379
858,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S3, MeCN",0.887044
859,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B1, None","S3, MeCN",0.713469
860,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S3, MeCN",0.359547
861,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B1, None","S3, MeCN",0.667696
862,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B1, None","S3, MeCN",0.7665
863,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S3, MeCN",0.073645
864,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B1, None","S3, MeCN",0.394719
865,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S2, THF",0.512198
866,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S2, THF",0.963242
867,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S2, THF",0.335667
868,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S2, THF",0.893539
869,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S2, THF",0.606844
870,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S2, THF",0.295703
871,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S2, THF",0.938583
872,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S2, THF",0.513821
873,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B8, NaOH","S2, THF",0.958015
874,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B8, NaOH","S2, THF",0.274717
875,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B8, NaOH","S2, THF",0.472141
876,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B8, NaOH","S2, THF",0.641477
877,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B7, NaHCO3","S2, THF",0.548506
878,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B7, NaHCO3","S2, THF",0.872486
879,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B7, NaHCO3","S2, THF",0.257215
880,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B7, NaHCO3","S2, THF",0.926982
881,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B7, NaHCO3","S2, THF",0.437483
882,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B7, NaHCO3","S2, THF",0.306044
883,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B7, NaHCO3","S2, THF",0.866955
884,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B7, NaHCO3","S2, THF",0.441229
885,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B7, NaHCO3","S2, THF",0.876529
886,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B7, NaHCO3","S2, THF",0.652477
887,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B7, NaHCO3","S2, THF",0.082582
888,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B7, NaHCO3","S2, THF",0.22874
889,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B4, CsF","S2, THF",0.223722
890,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B4, CsF","S2, THF",0.678763
891,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B4, CsF","S2, THF",0.151501
892,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B4, CsF","S2, THF",0.838381
893,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B4, CsF","S2, THF",0.118313
894,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B4, CsF","S2, THF",0.294527
895,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B4, CsF","S2, THF",0.529066
896,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B4, CsF","S2, THF",0.408471
897,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B4, CsF","S2, THF",0.556588
898,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B4, CsF","S2, THF",0.523202
899,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B4, CsF","S2, THF",0.04368
900,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B4, CsF","S2, THF",0.144322
901,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B5, K3PO4","S2, THF",0.276308
902,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B5, K3PO4","S2, THF",0.656644
903,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B5, K3PO4","S2, THF",0.149882
904,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B5, K3PO4","S2, THF",0.730685
905,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B5, K3PO4","S2, THF",0.093304
906,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B5, K3PO4","S2, THF",0.237806
907,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B5, K3PO4","S2, THF",0.547774
908,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B5, K3PO4","S2, THF",0.426591
909,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B5, K3PO4","S2, THF",0.479034
910,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B5, K3PO4","S2, THF",0.43154
911,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B5, K3PO4","S2, THF",0.057624
912,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B5, K3PO4","S2, THF",0.18755
913,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B6, KOH","S2, THF",0.332611
914,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B6, KOH","S2, THF",0.845103
915,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B6, KOH","S2, THF",0.114641
916,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B6, KOH","S2, THF",0.656365
917,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B6, KOH","S2, THF",0.269869
918,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B6, KOH","S2, THF",0.245422
919,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B6, KOH","S2, THF",0.613485
920,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B6, KOH","S2, THF",0.470369
921,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B6, KOH","S2, THF",0.808285
922,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B6, KOH","S2, THF",0.278328
923,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B6, KOH","S2, THF",0.17763
924,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B6, KOH","S2, THF",0.299519
925,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B3, LiOtBu","S2, THF",0.537756
926,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B3, LiOtBu","S2, THF",0.858779
927,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B3, LiOtBu","S2, THF",0.236308
928,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B3, LiOtBu","S2, THF",0.657421
929,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B3, LiOtBu","S2, THF",0.483261
930,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B3, LiOtBu","S2, THF",0.267105
931,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B3, LiOtBu","S2, THF",0.936679
932,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B3, LiOtBu","S2, THF",0.496304
933,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B3, LiOtBu","S2, THF",0.954959
934,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B3, LiOtBu","S2, THF",0.241005
935,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B3, LiOtBu","S2, THF",0.42894
936,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B3, LiOtBu","S2, THF",0.629966
937,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B2, Et3N","S2, THF",0.49017
938,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B2, Et3N","S2, THF",0.860697
939,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S2, THF",0.280778
940,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S2, THF",0.75261
941,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S2, THF",0.540637
942,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S2, THF",0.266111
943,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S2, THF",0.938081
944,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S2, THF",0.497444
945,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S2, THF",0.958453
946,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S2, THF",0.270273
947,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S2, THF",0.378788
948,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B2, Et3N","S2, THF",0.560635
949,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S2, THF",0.567773
950,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S2, THF",0.82299
951,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S2, THF",0.427972
952,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S2, THF",0.756425
953,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S2, THF",0.559591
954,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S2, THF",0.256642
955,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B1, None","S2, THF",0.952137
956,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S2, THF",0.461257
957,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B1, None","S2, THF",0.951903
958,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B1, None","S2, THF",0.284753
959,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S2, THF",0.320984
960,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B1, None","S2, THF",0.543611
961,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S4, DMF",0.402017
962,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S4, DMF",0.663166
963,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S4, DMF",0.431762
964,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S4, DMF",0.570848
965,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S4, DMF",0.339176
966,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S4, DMF",0.543002
967,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S4, DMF",0.552658
968,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S4, DMF",0.418739
969,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B8, NaOH","S4, DMF",0.472239
970,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B8, NaOH","S4, DMF",0.40032
971,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B8, NaOH","S4, DMF",0.26734
972,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B8, NaOH","S4, DMF",0.255504
973,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B7, NaHCO3","S4, DMF",0.092935
974,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B7, NaHCO3","S4, DMF",0.922769
975,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B7, NaHCO3","S4, DMF",0.543635
976,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B7, NaHCO3","S4, DMF",0.885466
977,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B7, NaHCO3","S4, DMF",0.275513
978,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B7, NaHCO3","S4, DMF",0.431959
979,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B7, NaHCO3","S4, DMF",0.646909
980,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B7, NaHCO3","S4, DMF",0.267366
981,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B7, NaHCO3","S4, DMF",0.528515
982,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B7, NaHCO3","S4, DMF",0.802762
983,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B7, NaHCO3","S4, DMF",0.005764
984,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B7, NaHCO3","S4, DMF",0.256912
985,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B4, CsF","S4, DMF",0.087122
986,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B4, CsF","S4, DMF",0.911446
987,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B4, CsF","S4, DMF",0.764356
988,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B4, CsF","S4, DMF",0.944626
989,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B4, CsF","S4, DMF",0.600045
990,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B4, CsF","S4, DMF",0.948037
991,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B4, CsF","S4, DMF",0.778952
992,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B4, CsF","S4, DMF",0.548864
993,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B4, CsF","S4, DMF",0.879863
994,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B4, CsF","S4, DMF",0.97317
995,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B4, CsF","S4, DMF",0.066884
996,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B4, CsF","S4, DMF",0.468416
997,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B5, K3PO4","S4, DMF",0.196209
998,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B5, K3PO4","S4, DMF",0.898685
999,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B5, K3PO4","S4, DMF",0.699272
1000,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B5, K3PO4","S4, DMF",0.556445
1001,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B5, K3PO4","S4, DMF",0.468285
1002,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B5, K3PO4","S4, DMF",0.694849
1003,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B5, K3PO4","S4, DMF",0.464441
1004,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B5, K3PO4","S4, DMF",0.351184
1005,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B5, K3PO4","S4, DMF",0.434972
1006,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B5, K3PO4","S4, DMF",0.654815
1007,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B5, K3PO4","S4, DMF",0.070894
1008,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B5, K3PO4","S4, DMF",0.209177
1009,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B6, KOH","S4, DMF",0.279622
1010,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B6, KOH","S4, DMF",0.83954
1011,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B6, KOH","S4, DMF",0.566498
1012,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B6, KOH","S4, DMF",0.742173
1013,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B6, KOH","S4, DMF",0.401087
1014,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B6, KOH","S4, DMF",0.645439
1015,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B6, KOH","S4, DMF",0.671644
1016,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B6, KOH","S4, DMF",0.486093
1017,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B6, KOH","S4, DMF",0.643925
1018,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B6, KOH","S4, DMF",0.624817
1019,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B6, KOH","S4, DMF",0.244154
1020,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B6, KOH","S4, DMF",0.260734
1021,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B3, LiOtBu","S4, DMF",0.525757
1022,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.829643
1023,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B3, LiOtBu","S4, DMF",0.560733
1024,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B3, LiOtBu","S4, DMF",0.753636
1025,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B3, LiOtBu","S4, DMF",0.373507
1026,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B3, LiOtBu","S4, DMF",0.609434
1027,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B3, LiOtBu","S4, DMF",0.687015
1028,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B3, LiOtBu","S4, DMF",0.519343
1029,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B3, LiOtBu","S4, DMF",0.66929
1030,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B3, LiOtBu","S4, DMF",0.257225
1031,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B3, LiOtBu","S4, DMF",0.201213
1032,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B3, LiOtBu","S4, DMF",0.248453
1033,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B2, Et3N","S4, DMF",0.207434
1034,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B2, Et3N","S4, DMF",0.601766
1035,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B2, Et3N","S4, DMF",0.358824
1036,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B2, Et3N","S4, DMF",0.342471
1037,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B2, Et3N","S4, DMF",0.270999
1038,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B2, Et3N","S4, DMF",0.430192
1039,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B2, Et3N","S4, DMF",0.233258
1040,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B2, Et3N","S4, DMF",0.302554
1041,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B2, Et3N","S4, DMF",0.279061
1042,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B2, Et3N","S4, DMF",0.306829
1043,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B2, Et3N","S4, DMF",0.212863
1044,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B2, Et3N","S4, DMF",0.249719
1045,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B1, None","S4, DMF",0.209001
1046,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B1, None","S4, DMF",0.571912
1047,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B1, None","S4, DMF",0.41024
1048,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B1, None","S4, DMF",0.337838
1049,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B1, None","S4, DMF",0.316666
1050,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B1, None","S4, DMF",0.484814
1051,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B1, None","S4, DMF",0.264702
1052,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B1, None","S4, DMF",0.292948
1053,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B1, None","S4, DMF",0.262816
1054,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B1, None","S4, DMF",0.375721
1055,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B1, None","S4, DMF",0.210287
1056,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B1, None","S4, DMF",0.245717
1057,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B8, NaOH","S1, MeOH",0.450304
1058,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B8, NaOH","S1, MeOH",0.967008
1059,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B8, NaOH","S1, MeOH",0.707581
1060,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B8, NaOH","S1, MeOH",0.933265
1061,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B8, NaOH","S1, MeOH",0.632787
1062,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B8, NaOH","S1, MeOH",0.611317
1063,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B8, NaOH","S1, MeOH",0.948175
1064,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B8, NaOH","S1, MeOH",0.471332
1065,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B8, NaOH","S1, MeOH",0.889675
1066,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B8, NaOH","S1, MeOH",0.8748
1067,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B8, NaOH","S1, MeOH",0.338799
1068,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B8, NaOH","S1, MeOH",0.775098
1069,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B7, NaHCO3","S1, MeOH",0.407327
1070,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.885877
1071,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B7, NaHCO3","S1, MeOH",0.584297
1072,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B7, NaHCO3","S1, MeOH",0.891318
1073,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B7, NaHCO3","S1, MeOH",0.557163
1074,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B7, NaHCO3","S1, MeOH",0.645182
1075,"1c, 6-OTf-Q","2a, Boronic Acid","L7, SPhos","B7, NaHCO3","S1, MeOH",0.817288
1076,"1c, 6-OTf-Q","2a, Boronic Acid","L8, dtbpf","B7, NaHCO3","S1, MeOH",0.400443
1077,"1c, 6-OTf-Q","2a, Boronic Acid","L9, XPhos","B7, NaHCO3","S1, MeOH",0.753484
1078,"1c, 6-OTf-Q","2a, Boronic Acid","L10, dppf","B7, NaHCO3","S1, MeOH",0.64497
1079,"1c, 6-OTf-Q","2a, Boronic Acid","L11, Xantphos","B7, NaHCO3","S1, MeOH",0.226653
1080,"1c, 6-OTf-Q","2a, Boronic Acid","L12, None","B7, NaHCO3","S1, MeOH",0.562288
1081,"1c, 6-OTf-Q","2a, Boronic Acid","L1.0, P(tBu)3","B4, CsF","S1, MeOH",0.431322
1082,"1c, 6-OTf-Q","2a, Boronic Acid","L2, P(Ph)3 ","B4, CsF","S1, MeOH",0.85726
1083,"1c, 6-OTf-Q","2a, Boronic Acid","L3, P(Ph)3 ","B4, CsF","S1, MeOH",0.777198
1084,"1c, 6-OTf-Q","2a, Boronic Acid","L4, P(Cy)3","B4, CsF","S1, MeOH",0.898102
1085,"1c, 6-OTf-Q","2a, Boronic Acid","L5, P(o-Tol)3","B4, CsF","S1, MeOH",0.489138
1086,"1c, 6-OTf-Q","2a, Boronic Acid","L6, CataCXium A","B4, CsF","S1, MeOH",0.865127
